420 Triangles
3 45 166 44
3 44 166 47
3 47 166 50
3 50 166 49
3 48 167 39
3 39 167 40
3 40 167 37
3 37 167 36
3 36 167 45
3 45 167 48
3 39 168 32
3 32 168 33
3 33 168 30
3 30 168 29
3 29 168 40
3 40 168 39
3 32 169 20
3 20 169 17
3 17 169 16
3 16 169 19
3 19 169 33
3 33 169 32
3 83 170 84
3 84 170 85
3 85 170 86
3 86 170 87
3 87 170 80
3 80 170 83
3 84 171 97
3 97 171 94
3 94 171 93
3 93 171 96
3 96 171 85
3 85 171 84
3 97 172 116
3 116 172 117
3 117 172 114
3 114 172 113
3 113 172 94
3 94 172 97
3 116 173 137
3 137 173 138
3 138 173 135
3 135 173 134
3 134 173 117
3 117 173 116
3 137 174 83
3 83 174 80
3 80 174 79
3 79 174 82
3 82 174 138
3 138 174 137
3 46 175 53
3 53 175 54
3 54 175 51
3 51 175 50
3 50 175 47
3 47 175 46
3 53 176 62
3 62 176 59
3 59 176 58
3 58 176 61
3 61 176 54
3 54 176 53
3 62 177 133
3 133 177 134
3 134 177 135
3 135 177 136
3 136 177 59
3 59 177 62
3 133 178 118
3 118 178 115
3 115 178 114
3 114 178 117
3 117 178 134
3 134 178 133
3 118 179 46
3 46 179 47
3 47 179 44
3 44 179 43
3 43 179 115
3 115 179 118
3 56 180 63
3 63 180 64
3 64 180 65
3 65 180 66
3 66 180 57
3 57 180 56
3 63 181 76
3 76 181 73
3 73 181 72
3 72 181 75
3 75 181 64
3 64 181 63
3 76 182 81
3 81 182 82
3 82 182 79
3 79 182 78
3 78 182 73
3 73 182 76
3 81 183 139
3 139 183 136
3 136 183 135
3 135 183 138
3 138 183 82
3 82 183 81
3 139 184 56
3 56 184 57
3 57 184 58
3 58 184 59
3 59 184 136
3 136 184 139
3 70 185 111
3 111 185 108
3 108 185 107
3 107 185 110
3 110 185 71
3 71 185 70
3 111 186 123
3 123 186 124
3 124 186 121
3 121 186 120
3 120 186 108
3 108 186 111
3 123 187 90
3 90 187 87
3 87 187 86
3 86 187 89
3 89 187 124
3 124 187 123
3 90 188 77
3 77 188 78
3 78 188 79
3 79 188 80
3 80 188 87
3 87 188 90
3 77 189 70
3 70 189 71
3 71 189 72
3 72 189 73
3 73 189 78
3 78 189 77
3 88 190 125
3 125 190 122
3 122 190 121
3 121 190 124
3 124 190 89
3 89 190 88
3 125 191 126
3 126 191 127
3 127 191 128
3 128 191 129
3 129 191 122
3 122 191 125
3 126 192 104
3 104 192 101
3 101 192 100
3 100 192 103
3 103 192 127
3 127 192 126
3 104 193 95
3 95 193 96
3 96 193 93
3 93 193 92
3 92 193 101
3 101 193 104
3 95 194 88
3 88 194 89
3 89 194 86
3 86 194 85
3 85 194 96
3 96 194 95
3 35 195 42
3 42 195 43
3 43 195 44
3 44 195 45
3 45 195 36
3 36 195 35
3 42 196 112
3 112 196 113
3 113 196 114
3 114 196 115
3 115 196 43
3 43 196 42
3 112 197 91
3 91 197 92
3 92 197 93
3 93 197 94
3 94 197 113
3 113 197 112
3 91 198 98
3 98 198 99
3 99 198 100
3 100 198 101
3 101 198 92
3 92 198 91
3 98 199 35
3 35 199 36
3 36 199 37
3 37 199 38
3 38 199 99
3 99 199 98
3 200 0 18
3 200 18 34
3 200 34 21
3 200 21 7
3 200 7 0
3 201 27 28
3 201 28 41
3 201 41 102
3 201 102 130
3 201 130 27
3 202 13 25
3 202 25 132
3 202 132 119
3 202 119 105
3 202 105 13
3 203 6 11
3 203 11 109
3 203 109 74
3 203 74 67
3 203 67 6
3 204 4 69
3 204 69 60
3 204 60 55
3 204 55 14
3 204 14 4
3 205 20 49
3 205 49 48
3 205 48 39
3 205 39 32
3 205 32 20
3 206 83 84
3 206 84 97
3 206 97 116
3 206 116 137
3 206 137 83
3 207 46 53
3 207 53 62
3 207 62 133
3 207 133 118
3 207 118 46
3 208 56 63
3 208 63 76
3 208 76 81
3 208 81 139
3 208 139 56
3 209 70 111
3 209 111 123
3 209 123 90
3 209 90 77
3 209 77 70
3 210 88 125
3 210 125 126
3 210 126 104
3 210 104 95
3 210 95 88
3 211 35 42
3 211 42 112
3 211 112 91
3 211 91 98
3 211 98 35
