420 Triangles
3 0 140 18
3 18 140 19
3 19 140 16
3 16 140 15
3 15 140 1
3 1 140 0
3 18 141 34
3 34 141 31
3 31 141 30
3 30 141 33
3 33 141 19
3 19 141 18
3 34 142 21
3 21 142 22
3 22 142 23
3 23 142 24
3 24 142 31
3 31 142 34
3 21 143 7
3 7 143 8
3 8 143 9
3 9 143 10
3 10 143 22
3 22 143 21
3 7 144 0
3 0 144 1
3 1 144 2
3 2 144 3
3 3 144 8
3 8 144 7
3 27 145 28
3 28 145 29
3 29 145 30
3 30 145 31
3 31 145 24
3 24 145 27
3 28 146 41
3 41 146 38
3 38 146 37
3 37 146 40
3 40 146 29
3 29 146 28
3 41 147 102
3 102 147 103
3 103 147 100
3 100 147 99
3 99 147 38
3 38 147 41
3 102 148 130
3 130 148 131
3 131 148 128
3 128 148 127
3 127 148 103
3 103 148 102
3 130 149 27
3 27 149 24
3 24 149 23
3 23 149 26
3 26 149 131
3 131 149 130
3 13 150 25
3 25 150 26
3 26 150 23
3 23 150 22
3 22 150 10
3 10 150 13
3 25 151 132
3 132 151 129
3 129 151 128
3 128 151 131
3 131 151 26
3 26 151 25
3 132 152 119
3 119 152 120
3 120 152 121
3 121 152 122
3 122 152 129
3 129 152 132
3 119 153 105
3 105 153 106
3 106 153 107
3 107 153 108
3 108 153 120
3 120 153 119
3 105 154 13
3 13 154 10
3 10 154 9
3 9 154 12
3 12 154 106
3 106 154 105
3 6 155 11
3 11 155 12
3 12 155 9
3 9 155 8
3 8 155 3
3 3 155 6
3 11 156 109
3 109 156 110
3 110 156 107
3 107 156 106
3 106 156 12
3 12 156 11
3 109 157 74
3 74 157 75
3 75 157 72
3 72 157 71
3 71 157 110
3 110 157 109
3 74 158 67
3 67 158 68
3 68 158 65
3 65 158 64
3 64 158 75
3 75 158 74
3 67 159 6
3 6 159 3
3 3 159 2
3 2 159 5
3 5 159 68
3 68 159 67
3 4 160 69
3 69 160 66
3 66 160 65
3 65 160 68
3 68 160 5
3 5 160 4
3 69 161 60
3 60 161 61
3 61 161 58
3 58 161 57
3 57 161 66
3 66 161 69
3 60 162 55
3 55 162 52
3 52 162 51
3 51 162 54
3 54 162 61
3 61 162 60
3 55 163 14
3 14 163 15
3 15 163 16
3 16 163 17
3 17 163 52
3 52 163 55
3 14 164 4
3 4 164 5
3 5 164 2
3 2 164 1
3 1 164 15
3 15 164 14
3 20 165 49
3 49 165 50
3 50 165 51
3 51 165 52
3 52 165 17
3 17 165 20
3 49 166 48
3 48 166 45
