212 3
0.0787075457334 0.840821163476 0.535560354484
-0.158143279922 0.776198939322 0.610332622109
-0.187592474085 0.57735026919 0.794654472292
0.0371549221667 0.455395557086 0.889513574009
-0.602419045537 0.496953854014 0.624602401977
-0.420858642496 0.436039095933 0.79545453035
0.0193116477369 0.214608103368 0.976509304733
0.286473478352 0.726501745108 0.624602401977
0.284645350786 0.53500384524 0.79545453035
0.491123473188 0.356822089773 0.794654472292
0.689340098141 0.390261860145 0.610332622109
0.210072062498 0.0479510826508 0.976509304733
0.444588414432 0.105388535463 0.889513574009
0.82399041578 0.184972704493 0.535560354484
-0.573478272999 0.681926558507 0.453981100048
-0.362540499304 0.826300956078 0.431034936344
-0.303530999103 0.934172358963 0.187592474085
-0.471567042751 0.881587474785 -0.0206893328407
0.13516382416 0.941109848477 0.309908040777
-0.0426193210536 0.990399402325 0.131501396748
-0.377821655724 0.888772246127 -0.259489288758
0.471336164841 0.756137143984 0.453981100048
0.673827733265 0.600137542181 0.431034936344
0.794654472292 0.57735026919 0.187592474085
0.692717282381 0.720912420615 -0.0206893328407
0.936816572634 0.162270501018 0.309908040777
0.928755710822 0.346583629545 0.131501396748
0.72851932372 0.633975475856 -0.259489288758
0.573478272999 0.681926558507 -0.453981100048
0.362540499304 0.826300956078 -0.431034936344
0.303530999103 0.934172358963 -0.187592474085
0.471567042751 0.881587474785 0.0206893328407
-0.13516382416 0.941109848477 -0.309908040777
0.0426193210536 0.990399402325 -0.131501396748
0.377821655724 0.888772246127 0.259489288758
-0.019311647737 0.214608103368 -0.976509304733
-0.0371549221667 0.455395557086 -0.889513574009
0.187592474085 0.57735026919 -0.794654472292
0.420858642496 0.436039095933 -0.79545453035
-0.0787075457334 0.840821163476 -0.535560354484
0.158143279922 0.776198939322 -0.610332622109
0.602419045537 0.496953854014 -0.624602401977
-0.210072062498 0.0479510826508 -0.976509304733
-0.444588414432 0.105388535463 -0.889513574009
-0.491123473188 0.356822089773 -0.794654472292
-0.284645350786 0.53500384524 -0.79545453035
-0.82399041578 0.184972704493 -0.535560354484
-0.689340098141 0.390261860145 -0.610332622109
-0.286473478352 0.726501745108 -0.624602401977
-0.471336164841 0.756137143984 -0.453981100048
-0.673827733265 0.600137542181 -0.431034936344
-0.794654472292 0.57735026919 -0.187592474085
-0.692717282381 0.720912420615 0.0206893328407
-0.936816572634 0.162270501018 -0.309908040777
-0.928755710822 0.346583629545 -0.131501396748
-0.72851932372 0.633975475856 0.259489288758
-0.825765229364 -0.334683352996 0.453981100048
-0.897890084133 -0.0894554663879 0.431034936344
-0.982246946377 -1.41669631323e-15 0.187592474085
-0.984161742776 -0.176061397141 -0.0206893328407
-0.853280735253 0.419367372488 0.309908040777
-0.955095899811 0.265516863529 0.131501396748
-0.962025948643 -0.084684019492 -0.259489288758
-0.658788923964 -0.419367372488 0.624602401977
-0.544750296307 -0.265516863529 0.79545453035
-0.607061998207 -1.95409353533e-15 0.794654472292
-0.787078020226 0.0894554663879 0.610332622109
-0.198136807818 0.084684019492 0.976509304733
-0.421625409684 0.176061397141 0.889513574009
-0.775346477346 0.334683352996 0.535560354484
0.195265099115 -0.756137143984 0.624602401977
0.0841844439959 -0.600137542181 0.79545453035
-0.187592474085 -0.57735026919 0.794654472292
-0.328297688375 -0.720912420615 0.610332622109
-0.141766929391 -0.162270501018 0.976509304733
-0.297733755872 -0.346583629545 0.889513574009
-0.55789802179 -0.633975475856 0.535560354484
0.0631272945245 -0.888772246127 0.453981100048
-0.192386090851 -0.881587474785 0.431034936344
-0.303530999103 -0.934172358963 0.187592474085
-0.136678364712 -0.990399402325 -0.0206893328407
-0.662520320492 -0.681926558507 0.309908040777
-0.547662407545 -0.826300956078 0.131501396748
-0.216743078596 -0.941109848477 -0.259489288758
-0.0631272945245 -0.888772246127 -0.453981100048
0.192386090851 -0.881587474785 -0.431034936344
0.303530999103 -0.934172358963 -0.187592474085
0.136678364712 -0.990399402325 0.0206893328407
0.662520320492 -0.681926558507 -0.309908040777
0.547662407545 -0.826300956078 -0.131501396748
0.216743078596 -0.941109848477 0.259489288758
0.141766929391 -0.162270501018 -0.976509304733
0.297733755872 -0.346583629545 -0.889513574009
0.187592474085 -0.57735026919 -0.794654472292
-0.0841844439959 -0.600137542181 -0.79545453035
0.55789802179 -0.633975475856 -0.535560354484
0.328297688375 -0.720912420615 -0.610332622109
-0.195265099115 -0.756137143984 -0.624602401977
0.198136807818 0.084684019492 -0.976509304733
0.421625409684 0.176061397141 -0.889513574009
0.607061998207 -2.12438907823e-15 -0.794654472292
0.544750296307 -0.265516863529 -0.79545453035
0.775346477346 0.334683352996 -0.535560354484
0.787078020226 0.0894554663879 -0.610332622109
0.658788923964 -0.419367372488 -0.624602401977
0.779469392034 -0.0479510826508 0.624602401977
0.596779144021 -0.105388535463 0.79545453035
0.491123473188 -0.356822089773 0.794654472292
0.584178890382 -0.53500384524 0.610332622109
0.110520026974 -0.184972704493 0.976509304733
0.237615828957 -0.390261860145 0.889513574009
0.430546537623 -0.726501745108 0.535560354484
-0.110520026974 -0.184972704493 -0.976509304733
-0.237615828957 -0.390261860145 -0.889513574009
-0.491123473188 -0.356822089773 -0.794654472292
-0.596779144021 -0.105388535463 -0.79545453035
-0.430546537623 -0.726501745108 -0.535560354484
-0.584178890382 -0.53500384524 -0.610332622109
-0.779469392034 -0.0479510826508 -0.624602401977
0.864780042998 -0.214608103368 0.453981100048
0.778988941024 -0.455395557086 0.431034936344
0.794654472292 -0.57735026919 0.187592474085
0.899689867857 -0.436039095933 -0.0206893328407
0.443820658952 -0.840821163476 0.309908040777
0.616621917587 -0.776198939322 0.131501396748
0.828071359244 -0.496953854014 -0.259489288758
0.825765229364 -0.334683352996 -0.453981100048
0.897890084133 -0.0894554663879 -0.431034936344
0.982246946377 -1.02811007984e-16 -0.187592474085
0.984161742776 -0.176061397141 0.0206893328407
0.853280735253 0.419367372488 -0.309908040777
0.955095899811 0.265516863529 -0.131501396748
0.962025948643 -0.084684019492 0.259489288758
-0.864780042998 -0.214608103368 -0.453981100048
-0.778988941024 -0.455395557086 -0.431034936344
-0.794654472292 -0.57735026919 -0.187592474085
-0.899689867857 -0.436039095933 0.0206893328407
-0.443820658952 -0.840821163476 -0.309908040777
-0.616621917587 -0.776198939322 -0.131501396748
-0.828071359244 -0.496953854014 0.259489288758
-0.111216086011 0.917784682005 0.381185335092
0.223393643259 0.972139273353 0.0709965728535
0.600860104735 0.765079805989 0.231559981441
0.499537478271 0.582755426118 0.640982387536
0.0594501898104 0.677132229744 0.733455941672
0.541958151367 0.807874580094 -0.231559981441
0.399867775303 0.655169704078 -0.640982387536
0.625619900521 0.265785856844 -0.733455941672
0.907232763002 0.177838280599 -0.381185335092
0.855526958466 0.512867536485 -0.0709965728535
0.838497441751 0.389383847234 0.381185335092
0.993591822871 0.0879475762453 0.0709965728535
0.913310118577 -0.335029255887 0.231559981441
0.708598915529 -0.295007043609 0.640982387536
0.662362138462 0.152704876016 0.733455941672
0.256417007583 0.295007043609 0.920446175745
0.359805584167 -0.152704876016 0.920446175745
-0.0340449272261 -0.389383847234 0.920446175745
-0.380846506337 -0.0879475762453 0.920446175745
-0.201331158187 0.335029255887 0.920446175745
-0.625619900521 0.265785856844 0.733455941672
-0.907232763002 0.177838280599 0.381185335092
-0.855526958466 0.512867536485 0.0709965728535
-0.541958151367 0.807874580094 0.231559981441
-0.399867775303 0.655169704078 0.640982387536
-0.600860104735 0.765079805989 -0.231559981441
-0.499537478271 0.582755426118 -0.640982387536
-0.0594501898104 0.677132229744 -0.733455941672
0.111216086011 0.917784682005 -0.381185335092
-0.223393643259 0.972139273353 -0.0709965728535
0.0364034091855 -0.972139273353 -0.231559981441
0.0615992640829 -0.765079805989 -0.640982387536
-0.34991212462 -0.582755426118 -0.733455941672
-0.629436004493 -0.677132229744 -0.381185335092
-0.39067987422 -0.917784682005 -0.0709965728535
-0.838497441751 0.389383847234 -0.381185335092
-0.993591822871 0.0879475762453 -0.0709965728535
-0.913310118577 -0.335029255887 -0.231559981441
-0.708598915529 -0.295007043609 -0.640982387536
-0.662362138462 0.152704876016 -0.733455941672
-0.746669354414 -0.177838280599 0.640982387536
-0.446104552371 -0.512867536485 0.733455941672
-0.449484597231 -0.807874580094 0.381185335092
-0.752138381883 -0.655169704078 0.0709965728535
-0.93580866276 -0.265785856844 0.231559981441
0.34991212462 -0.582755426118 0.733455941672
0.629436004493 -0.677132229744 0.381185335092
0.39067987422 -0.917784682005 0.0709965728535
-0.0364034091855 -0.972139273353 0.231559981441
-0.0615992640829 -0.765079805989 0.640982387536
0.752138381883 -0.655169704078 -0.0709965728535
0.93580866276 -0.265785856844 -0.231559981441
0.746669354414 -0.177838280599 -0.640982387536
0.446104552371 -0.512867536485 -0.733455941672
0.449484597231 -0.807874580094 -0.381185335092
-0.256417007583 0.295007043609 -0.920446175745
-0.359805584167 -0.152704876016 -0.920446175745
0.0340449272261 -0.389383847234 -0.920446175745
0.380846506337 -0.0879475762453 -0.920446175745
0.201331158187 0.335029255887 -0.920446175745
0.27639320225 0.850650808352 0.4472135955
0.72360679775 0.525731112119 -0.4472135955
0.894427191 -6.8708934255e-15 0.4472135955
6.61442746169e-15 9.00047122165e-15 1.0
-0.72360679775 0.525731112119 0.4472135955
-0.27639320225 0.850650808352 -0.4472135955
-0.27639320225 -0.850650808352 -0.4472135955
-0.894427191 -3.28043656434e-14 -0.4472135955
-0.72360679775 -0.525731112119 0.4472135955
0.27639320225 -0.850650808352 0.4472135955
0.72360679775 -0.525731112119 -0.4472135955
1.31223865941e-14 1.50412108085e-14 -1.0
